Date,High,Low,Open,Close,Volume,Adj Close,prevclose,direction,daily_range,3-day MA
2018-01-22,357.8299865722656,349.20001220703125,349.3999938964844,351.55999755859375,6210400,351.55999755859375,350.0199890136719,Up,2.160003662109375,349.5799967447917
2018-01-23,360.5,351.0,360.0,352.7900085449219,5465400,352.7900085449219,351.55999755859375,Up,-7.209991455078125,351.4566650390625
2018-01-26,344.0,335.7099914550781,341.5,342.8500061035156,4539400,342.8500061035156,337.6400146484375,Up,1.350006103515625,349.06667073567706
2018-01-29,350.8500061035156,338.2799987792969,339.8500061035156,349.5299987792969,4747100,349.5299987792969,342.8500061035156,Up,9.67999267578125,348.39000447591144
2018-01-31,356.19000244140625,345.19000244140625,347.510009765625,354.30999755859375,6214100,354.30999755859375,345.82000732421875,Up,6.79998779296875,348.89666748046875
2018-02-06,336.2200012207031,323.5,325.2099914550781,333.9700012207031,5088400,333.9700012207031,333.1300048828125,Up,8.760009765625,345.93666585286456
2018-02-07,346.0,335.6600036621094,338.989990234375,345.0,6969200,345.0,333.9700012207031,Up,6.010009765625,344.4266662597656
2018-02-12,318.0799865722656,306.25,316.1300048828125,315.7300109863281,6227800,315.7300109863281,310.4200134277344,Up,-0.399993896484375,331.56667073567706
2018-02-13,324.19000244140625,312.510009765625,315.0199890136719,323.6600036621094,4560200,323.6600036621094,315.7300109863281,Up,8.6400146484375,328.1300048828125
2018-02-15,334.1199951171875,322.3999938964844,324.5,334.07000732421875,5912900,334.07000732421875,322.30999755859375,Up,9.57000732421875,324.48667399088544
2018-02-16,343.1199951171875,331.6400146484375,332.5,335.489990234375,5642600,335.489990234375,334.07000732421875,Up,2.989990234375,331.0733337402344
2018-02-22,347.44000244140625,334.75,335.5299987792969,346.1700134277344,6969800,346.1700134277344,333.29998779296875,Up,10.6400146484375,338.57667032877606
2018-02-23,354.989990234375,347.1000061035156,347.8299865722656,352.04998779296875,5817400,352.04998779296875,346.1700134277344,Up,4.220001220703125,344.5699971516927
2018-02-26,359.0,352.3599853515625,353.5,357.4200134277344,4340000,357.4200134277344,352.04998779296875,Up,3.920013427734375,351.8800048828125
2018-03-02,335.2200012207031,322.9700012207031,326.9800109863281,335.1199951171875,5092800,335.1199951171875,330.92999267578125,Up,8.139984130859375,348.19666544596356
2018-03-07,332.5,321.739990234375,325.44000244140625,332.29998779296875,5007300,332.29998779296875,328.20001220703125,Up,6.8599853515625,341.6133321126302
2018-03-12,347.2099914550781,326.5,328.6099853515625,345.510009765625,8264000,345.510009765625,327.1700134277344,Up,16.9000244140625,337.64333089192706
2018-03-21,322.44000244140625,310.19000244140625,310.25,316.5299987792969,5958400,316.5299987792969,310.54998779296875,Up,6.279998779296875,331.44666544596356
2018-03-26,307.5899963378906,291.3599853515625,307.3399963378906,304.17999267578125,8375200,304.17999267578125,301.5400085449219,Up,-3.160003662109375,322.0733337402344
2018-03-29,270.9599914550781,248.2100067138672,256.489990234375,266.1300048828125,15170700,266.1300048828125,257.7799987792969,Up,9.6400146484375,295.6133321126302
2018-04-03,273.3500061035156,254.49000549316406,269.82000732421875,267.5299987792969,18844400,267.5299987792969,252.47999572753906,Up,-2.290008544921875,279.2799987792969
2018-04-04,288.3699951171875,252.0,252.77999877929688,286.94000244140625,19896700,286.94000244140625,267.5299987792969,Up,34.160003662109375,273.53333536783856
2018-04-05,306.260009765625,288.20001220703125,289.3399963378906,305.7200012207031,19121100,305.7200012207031,286.94000244140625,Up,16.3800048828125,286.73000081380206
2018-04-10,307.1000061035156,293.67999267578125,298.9700012207031,304.70001220703125,10989800,304.70001220703125,289.6600036621094,Up,5.730010986328125,299.12000528971356
2018-04-13,303.95001220703125,295.9800109863281,303.6000061035156,300.3399963378906,7327200,300.3399963378906,294.0799865722656,Up,-3.260009765625,303.586669921875
2018-04-18,300.239990234375,288.1600036621094,291.0799865722656,293.3500061035156,6557700,293.3500061035156,287.69000244140625,Up,2.27001953125,299.4633382161458
2018-04-19,301.010009765625,288.54998779296875,291.0799865722656,300.0799865722656,6090600,300.0799865722656,293.3500061035156,Up,9.0,297.92332967122394
2018-04-24,287.0899963378906,278.4599914550781,285.0,283.4599914550781,5685300,283.4599914550781,283.3699951171875,Up,-1.540008544921875,292.2966613769531
2018-04-26,285.7900085449219,276.5,278.75,285.4800109863281,4356000,285.4800109863281,280.69000244140625,Up,6.730010986328125,289.67332967122394
2018-04-27,294.4700012207031,283.8299865722656,285.3699951171875,294.0799865722656,4364600,294.0799865722656,285.4800109863281,Up,8.709991455078125,287.67332967122394
2018-05-01,300.82000732421875,293.2200012207031,293.510009765625,299.9200134277344,4625600,299.9200134277344,293.8999938964844,Up,6.410003662109375,293.1600036621094
2018-05-02,306.8500061035156,297.7799987792969,298.57000732421875,301.1499938964844,8970400,301.1499938964844,299.9200134277344,Up,2.579986572265625,298.3833312988281
2018-05-04,296.8599853515625,279.5199890136719,283.0,294.0899963378906,8569400,294.0899963378906,284.45001220703125,Up,11.089996337890625,298.3866678873698
2018-05-07,305.9599914550781,295.1700134277344,297.5,302.7699890136719,8678200,302.7699890136719,294.0899963378906,Up,5.269989013671875,299.33665974934894
2018-05-09,307.010009765625,300.04998779296875,300.4100036621094,306.8500061035156,5727400,306.8500061035156,301.9700012207031,Up,6.44000244140625,301.2366638183594
2018-05-16,288.80999755859375,281.55999755859375,283.8299865722656,286.4800109863281,5674000,286.4800109863281,284.17999267578125,Up,2.6500244140625,298.7000020345052
2018-05-21,291.489990234375,281.29998779296875,281.3299865722656,284.489990234375,9182600,284.489990234375,276.82000732421875,Up,3.160003662109375,292.60666910807294
2018-05-23,279.9100036621094,274.0,277.760009765625,279.07000732421875,5985100,279.07000732421875,275.010009765625,Up,1.30999755859375,283.34666951497394
2018-05-25,279.6400146484375,275.6099853515625,277.6300048828125,278.8500061035156,3875100,278.8500061035156,277.8500061035156,Up,1.220001220703125,280.80333455403644
2018-05-29,286.5,276.1499938964844,278.510009765625,283.760009765625,5666600,283.760009765625,278.8500061035156,Up,5.25,280.5600077311198
2018-05-30,295.010009765625,281.6000061035156,283.2900085449219,291.7200012207031,7489700,291.7200012207031,283.760009765625,Up,8.42999267578125,284.77667236328125
2018-06-01,291.95001220703125,283.8399963378906,285.8599853515625,291.82000732421875,5424400,291.82000732421875,284.7300109863281,Up,5.96002197265625,289.1000061035156
2018-06-04,299.0,293.54998779296875,294.3399963378906,296.739990234375,4797800,296.739990234375,291.82000732421875,Up,2.399993896484375,293.4266662597656
2018-06-06,322.1700134277344,297.4800109863281,300.5,319.5,18767300,319.5,291.1300048828125,Up,19.0,302.68666585286456
2018-06-08,324.4800109863281,317.1499938964844,319.0,317.6600036621094,8205200,317.6600036621094,316.0899963378906,Up,-1.339996337890625,311.2999979654948
2018-06-11,334.6600036621094,322.5,322.510009765625,332.1000061035156,13183500,332.1000061035156,317.6600036621094,Up,9.589996337890625,323.086669921875
2018-06-12,354.9700012207031,338.0,344.70001220703125,342.7699890136719,22347400,342.7699890136719,332.1000061035156,Up,-1.930023193359375,330.8433329264323
2018-06-13,347.20001220703125,339.79998779296875,346.7099914550781,344.7799987792969,9469800,344.7799987792969,342.7699890136719,Up,-1.92999267578125,339.8833312988281
2018-06-14,358.75,346.6000061035156,347.6300048828125,357.7200012207031,10981000,357.7200012207031,344.7799987792969,Up,10.089996337890625,348.42332967122394
2018-06-15,364.6700134277344,351.25,353.8399963378906,358.1700134277344,10848300,358.1700134277344,357.7200012207031,Up,4.33001708984375,353.5566711425781
2018-06-18,373.7300109863281,354.5,355.3999938964844,370.8299865722656,12073200,370.8299865722656,358.1700134277344,Up,15.42999267578125,362.24000040690106
2018-06-20,364.3800048828125,352.0,358.0400085449219,362.2200012207031,8383700,362.2200012207031,352.54998779296875,Up,4.17999267578125,363.74000040690106
2018-06-26,343.54998779296875,325.79998779296875,336.04998779296875,342.0,7452500,342.0,333.010009765625,Up,5.95001220703125,358.34999593098956
2018-06-27,350.7900085449219,339.5,345.0,344.5,8333700,344.5,342.0,Up,-0.5,349.5733337402344
2018-06-28,357.0199890136719,346.1099853515625,348.6600036621094,349.92999267578125,8398000,349.92999267578125,344.5,Up,1.269989013671875,345.47666422526044
2018-07-09,318.5199890136719,308.0,311.989990234375,318.510009765625,7596800,318.510009765625,308.8999938964844,Up,6.52001953125,337.64666748046875
2018-07-10,327.67999267578125,319.20001220703125,324.55999755859375,322.4700012207031,9471500,322.4700012207031,318.510009765625,Up,-2.089996337890625,330.30333455403644
2018-07-13,319.5799865722656,309.25,315.5799865722656,318.8699951171875,5869800,318.8699951171875,316.7099914550781,Up,3.290008544921875,319.9500020345052
2018-07-17,324.739990234375,308.5,308.80999755859375,322.69000244140625,6996200,322.69000244140625,310.1000061035156,Up,13.8800048828125,321.3433329264323
2018-07-18,325.5,316.25,325.0,323.8500061035156,5624200,323.8500061035156,322.69000244140625,Up,-1.149993896484375,321.80333455403644
2018-07-25,309.6199951171875,294.5,296.739990234375,308.739990234375,7075400,308.739990234375,297.42999267578125,Up,12.0,318.4266662597656
2018-07-31,298.32000732421875,289.07000732421875,292.25,298.1400146484375,5076900,298.1400146484375,290.1700134277344,Up,5.8900146484375,310.2433369954427
2018-08-01,303.0,293.0,297.989990234375,300.8399963378906,10129400,300.8399963378906,298.1400146484375,Up,2.850006103515625,302.5733337402344
2018-08-02,349.989990234375,323.1600036621094,328.44000244140625,349.5400085449219,23215000,349.5400085449219,300.8399963378906,Up,21.100006103515625,316.17333984375
2018-08-07,387.4599914550781,339.1499938964844,343.8399963378906,379.57000732421875,30875800,379.57000732421875,341.989990234375,Up,35.730010986328125,343.31667073567706
2018-08-10,360.0,346.0,354.0,355.489990234375,11552000,355.489990234375,352.45001220703125,Up,1.489990234375,361.53333536783856
2018-08-13,363.19000244140625,349.0199890136719,361.1300048828125,356.4100036621094,10463900,356.4100036621094,355.489990234375,Up,-4.720001220703125,363.8233337402344
2018-08-20,308.5,288.20001220703125,291.70001220703125,308.44000244140625,17402300,308.44000244140625,305.5,Up,16.739990234375,340.1133321126302
2018-08-21,324.7900085449219,309.0,310.6099853515625,321.8999938964844,13172200,321.8999938964844,308.44000244140625,Up,11.290008544921875,328.9166666666667
2018-08-24,323.8500061035156,319.3999938964844,320.70001220703125,322.82000732421875,3602600,322.82000732421875,320.1000061035156,Up,2.1199951171875,317.7200012207031
2018-09-06,291.1700134277344,278.8800048828125,284.79998779296875,280.95001220703125,7480800,280.95001220703125,280.739990234375,Up,-3.8499755859375,308.5566711425781
2018-09-10,286.0299987792969,271.0,273.260009765625,285.5,14283500,285.5,263.239990234375,Up,12.239990234375,296.42333984375
2018-09-12,292.5,278.6499938964844,281.44000244140625,290.5400085449219,10015400,290.5400085449219,279.44000244140625,Up,9.100006103515625,285.66334025065106
2018-09-14,297.3299865722656,286.5199890136719,288.760009765625,295.20001220703125,6765600,295.20001220703125,289.4599914550781,Up,6.44000244140625,290.41334025065106
2018-09-19,300.0,280.5,280.510009765625,299.0199890136719,8294900,299.0199890136719,284.9599914550781,Up,18.509979248046875,294.9200032552083
2018-09-21,300.5799865722656,295.3699951171875,297.70001220703125,299.1000061035156,5050500,299.1000061035156,298.3299865722656,Up,1.399993896484375,297.77333577473956
2018-09-24,303.0,293.5799865722656,298.4800109863281,299.67999267578125,4843000,299.67999267578125,299.1000061035156,Up,1.199981689453125,299.26666259765625
2018-09-25,304.6000061035156,296.5,300.0,300.989990234375,4481700,300.989990234375,299.67999267578125,Up,0.989990234375,299.92332967122394
2018-09-26,313.8900146484375,301.1099853515625,301.9100036621094,309.5799865722656,7843200,309.5799865722656,300.989990234375,Up,7.66998291015625,303.4166564941406
2018-10-01,311.44000244140625,301.04998779296875,305.7699890136719,310.70001220703125,21777600,310.70001220703125,264.7699890136719,Up,4.930023193359375,307.0899963378906
2018-10-09,266.7699890136719,253.3000030517578,255.25,262.79998779296875,12060600,262.79998779296875,250.55999755859375,Up,7.54998779296875,294.35999552408856
2018-10-12,261.989990234375,252.00999450683594,261.0,258.7799987792969,7201400,258.7799987792969,252.22999572753906,Up,-2.220001220703125,277.4266662597656
2018-10-15,263.2799987792969,254.5399932861328,259.05999755859375,259.5899963378906,6200000,259.5899963378906,258.7799987792969,Up,0.529998779296875,260.38999430338544
2018-10-16,277.3800048828125,262.239990234375,265.70001220703125,276.5899963378906,9526400,276.5899963378906,259.5899963378906,Up,10.889984130859375,264.9866638183594
2018-10-22,261.8599853515625,252.58999633789062,260.67999267578125,260.95001220703125,5600300,260.95001220703125,260.0,Up,0.27001953125,265.7100016276042
2018-10-23,297.92999267578125,262.1000061035156,263.8699951171875,294.1400146484375,19027800,294.1400146484375,260.95001220703125,Up,30.27001953125,277.22667439778644
2018-10-25,321.0,301.010009765625,317.2200012207031,314.8599853515625,20840700,314.8599853515625,288.5,Up,-2.360015869140625,289.98333740234375
2018-10-26,339.8999938964844,306.6499938964844,308.25,330.8999938964844,27425500,330.8999938964844,314.8599853515625,Up,22.649993896484375,313.2999979654948
2018-10-29,347.1600036621094,326.5,337.4700012207031,334.8500061035156,14486000,334.8500061035156,330.8999938964844,Up,-2.6199951171875,326.8699951171875
2018-10-31,342.0,329.1000061035156,332.5400085449219,337.32000732421875,7624300,337.32000732421875,329.8999938964844,Up,4.779998779296875,334.35666910807294
2018-11-01,347.8399963378906,334.7300109863281,338.260009765625,344.2799987792969,8000100,344.2799987792969,337.32000732421875,Up,6.019989013671875,338.81667073567706
2018-11-02,349.20001220703125,340.9100036621094,343.739990234375,346.4100036621094,7808000,346.4100036621094,344.2799987792969,Up,2.670013427734375,342.6700032552083
2018-11-07,351.17999267578125,340.79998779296875,343.3399963378906,348.1600036621094,7374500,348.1600036621094,341.05999755859375,Up,4.82000732421875,346.28333536783856
2018-11-08,357.5799865722656,348.44000244140625,348.5,351.3999938964844,7090700,351.3999938964844,348.1600036621094,Up,2.899993896484375,348.6566670735677
2018-11-13,344.70001220703125,332.20001220703125,333.1600036621094,338.7300109863281,5448600,338.7300109863281,331.2799987792969,Up,5.57000732421875,346.09666951497394
2018-11-14,347.1099853515625,337.1499938964844,342.70001220703125,344.0,5040300,344.0,338.7300109863281,Up,1.29998779296875,344.7100016276042
2018-11-15,348.5799865722656,339.0400085449219,342.3299865722656,348.44000244140625,4625700,348.44000244140625,344.0,Up,6.110015869140625,343.7233378092448
2018-11-16,355.70001220703125,345.1199951171875,345.19000244140625,354.30999755859375,7206200,354.30999755859375,348.44000244140625,Up,9.1199951171875,348.9166666666667
2018-11-26,346.2200012207031,325.0,325.0,346.0,7992100,346.0,325.8299865722656,Up,21.0,349.5833333333333
2018-11-28,348.2799987792969,342.2099914550781,345.989990234375,347.8699951171875,4127600,347.8699951171875,343.9200134277344,Up,1.8800048828125,349.39333089192706
2018-11-30,351.6000061035156,338.260009765625,341.8299865722656,350.4800109863281,5629100,350.4800109863281,341.1700134277344,Up,8.6500244140625,348.1166687011719
2018-12-03,366.0,352.0,360.0,358.489990234375,8306500,358.489990234375,350.4800109863281,Up,-1.510009765625,352.2799987792969
2018-12-04,368.67999267578125,352.0,356.04998779296875,359.70001220703125,8461900,359.70001220703125,358.489990234375,Up,3.6500244140625,356.2233378092448
2018-12-06,367.3800048828125,350.760009765625,356.010009765625,363.05999755859375,7842500,363.05999755859375,359.70001220703125,Up,7.04998779296875,360.4166666666667
2018-12-10,365.9800109863281,353.1199951171875,360.0,365.1499938964844,6613500,365.1499938964844,357.9700012207031,Up,5.149993896484375,362.6366678873698
2018-12-11,372.1700134277344,360.2300109863281,369.9100036621094,366.760009765625,6308800,366.760009765625,365.1499938964844,Up,-3.149993896484375,364.99000040690106
2018-12-13,377.44000244140625,366.75,370.1499938964844,376.7900085449219,7365900,376.7900085449219,366.6000061035156,Up,6.6400146484375,369.56667073567706
2018-12-21,323.4700012207031,312.44000244140625,317.3999938964844,319.7699890136719,8016800,319.7699890136719,315.3800048828125,Up,2.3699951171875,354.44000244140625
2018-12-26,326.9700012207031,294.0899963378906,300.0,326.0899963378906,8163100,326.0899963378906,295.3900146484375,Up,26.089996337890625,340.8833312988281
2018-12-28,336.239990234375,318.4100036621094,323.1000061035156,333.8699951171875,9939000,333.8699951171875,316.1300048828125,Up,10.769989013671875,326.57666015625
2019-01-04,318.0,302.7300109863281,306.0,317.69000244140625,7394100,317.69000244140625,300.3599853515625,Up,11.69000244140625,325.8833312988281
2019-01-07,336.739990234375,317.75,321.7200012207031,334.9599914550781,7551200,334.9599914550781,317.69000244140625,Up,13.239990234375,328.8399963378906
2019-01-08,344.010009765625,327.0199890136719,341.9599914550781,335.3500061035156,7008500,335.3500061035156,334.9599914550781,Up,-6.6099853515625,329.3333333333333
2019-01-09,343.5,331.4700012207031,335.5,338.5299987792969,5432900,338.5299987792969,335.3500061035156,Up,3.029998779296875,336.2799987792969
2019-01-10,345.3900146484375,331.7900085449219,334.3999938964844,344.9700012207031,6056400,344.9700012207031,338.5299987792969,Up,10.57000732421875,339.6166687011719
2019-01-11,348.4100036621094,338.7699890136719,342.0899963378906,347.260009765625,5039100,347.260009765625,344.9700012207031,Up,5.170013427734375,343.586669921875
2019-01-15,348.79998779296875,334.5,335.0,344.42999267578125,6056600,344.42999267578125,334.3999938964844,Up,9.42999267578125,345.55333455403644
2019-01-16,352.0,343.5,344.7799987792969,346.04998779296875,4691700,346.04998779296875,344.42999267578125,Up,1.269989013671875,345.913330078125
2019-01-17,351.5,344.1499938964844,346.2099914550781,347.30999755859375,3676700,347.30999755859375,346.04998779296875,Up,1.100006103515625,345.92999267578125
2019-01-24,293.67999267578125,279.2799987792969,283.0299987792969,291.510009765625,8012200,291.510009765625,287.5899963378906,Up,8.480010986328125,328.2899983723958
2019-01-25,298.5199890136719,289.54998779296875,294.3900146484375,297.0400085449219,7249600,297.0400085449219,291.510009765625,Up,2.649993896484375,311.9533386230469
2019-01-29,298.55999755859375,291.79998779296875,295.2699890136719,297.4599914550781,4621700,297.4599914550781,296.3800048828125,Up,2.19000244140625,295.336669921875
2019-01-30,309.0,298.489990234375,300.45001220703125,308.7699890136719,11250300,308.7699890136719,297.4599914550781,Up,8.319976806640625,301.0899963378906
2019-02-01,316.1000061035156,303.5,305.4200134277344,312.2099914550781,7283400,312.2099914550781,307.0199890136719,Up,6.78997802734375,306.1466573079427
2019-02-04,315.29998779296875,301.8800048828125,312.9800109863281,312.8900146484375,7352100,312.8900146484375,312.2099914550781,Up,-0.089996337890625,311.2899983723958
2019-02-05,322.44000244140625,312.25,312.489990234375,321.3500061035156,6742800,321.3500061035156,312.8900146484375,Up,8.860015869140625,315.48333740234375
2019-02-11,318.6000061035156,310.5,311.6000061035156,312.8399963378906,7129700,312.8399963378906,305.79998779296875,Up,1.239990234375,315.69333902994794
2019-02-15,308.0,303.8999938964844,304.5,307.8800048828125,3904900,307.8800048828125,303.7699890136719,Up,3.3800048828125,314.02333577473956
2019-02-22,296.5,292.1000061035156,294.489990234375,294.7099914550781,5740600,294.7099914550781,291.2300109863281,Up,0.220001220703125,305.14333089192706
2019-02-25,302.8999938964844,297.0,297.9100036621094,298.7699890136719,6626500,298.7699890136719,294.7099914550781,Up,0.8599853515625,300.4533284505208
2019-02-27,316.29998779296875,300.54998779296875,301.7799987792969,314.739990234375,11183900,314.739990234375,297.8599853515625,Up,12.959991455078125,302.739990234375
2019-02-28,320.0,310.80999755859375,318.9200134277344,319.8800048828125,10520700,319.8800048828125,314.739990234375,Up,0.959991455078125,311.12999471028644
2019-03-07,284.70001220703125,274.25,278.8399963378906,276.5899963378906,9442500,276.5899963378906,276.239990234375,Up,-2.25,303.7366638183594
2019-03-08,285.5899963378906,275.8900146484375,276.9100036621094,284.1400146484375,8819600,284.1400146484375,276.5899963378906,Up,7.230010986328125,293.5366719563802
2019-03-11,291.2799987792969,280.5,283.5199890136719,290.9200134277344,7392300,290.9200134277344,284.1400146484375,Up,7.4000244140625,283.8833414713542
2019-03-13,291.989990234375,282.70001220703125,283.8999938964844,288.9599914550781,6844700,288.9599914550781,283.3599853515625,Up,5.05999755859375,288.0066731770833
2019-03-14,295.3900146484375,288.2900085449219,292.45001220703125,289.9599914550781,7103400,289.9599914550781,288.9599914550781,Up,-2.490020751953125,289.94666544596356
2019-03-20,274.9700012207031,266.29998779296875,269.69000244140625,273.6000061035156,6908200,273.6000061035156,267.4700012207031,Up,3.910003662109375,284.17332967122394
2019-03-21,276.45001220703125,268.45001220703125,272.6000061035156,274.0199890136719,5947100,274.0199890136719,273.6000061035156,Up,1.41998291015625,279.1933288574219
2019-03-26,270.260009765625,264.42999267578125,264.44000244140625,267.7699890136719,7350900,267.7699890136719,260.4200134277344,Up,3.329986572265625,271.7966613769531
2019-03-27,275.3699951171875,268.17999267578125,268.75,274.8299865722656,8779200,274.8299865722656,267.7699890136719,Up,6.079986572265625,272.20665486653644
2019-03-28,280.3299865722656,275.1000061035156,277.1600036621094,278.6199951171875,6774100,278.6199951171875,274.8299865722656,Up,1.459991455078125,273.739990234375
2019-03-29,280.1600036621094,274.5,278.70001220703125,279.8599853515625,5991300,279.8599853515625,278.6199951171875,Up,1.15997314453125,277.7699890136719
2019-04-01,289.20001220703125,281.2799987792969,282.6199951171875,289.17999267578125,8110400,289.17999267578125,279.8599853515625,Up,6.55999755859375,282.55332438151044
2019-04-03,296.1700134277344,287.1700134277344,287.32000732421875,291.80999755859375,7929900,291.80999755859375,285.8800048828125,Up,4.489990234375,286.9499918619792
2019-04-05,276.1000061035156,266.1099853515625,269.8599853515625,274.9599914550781,13038300,274.9599914550781,267.7799987792969,Up,5.100006103515625,285.31666056315106
2019-04-10,278.3800048828125,272.8900146484375,276.739990234375,276.05999755859375,7061300,276.05999755859375,272.30999755859375,Up,-0.67999267578125,280.9433288574219
2019-04-16,275.0,264.7200012207031,265.75,273.3599853515625,7272900,273.3599853515625,266.3800048828125,Up,7.6099853515625,274.79332478841144
2019-04-18,274.8399963378906,269.75,271.2300109863281,273.260009765625,5876300,273.260009765625,271.2300109863281,Up,2.029998779296875,274.22666422526044
2019-04-23,265.6000061035156,255.75,260.1499938964844,263.8999938964844,10943900,263.8999938964844,262.75,Up,3.75,270.17332967122394
2019-04-29,243.97999572753906,232.1699981689453,235.86000061035156,241.47000122070312,16714500,241.47000122070312,235.13999938964844,Up,5.6100006103515625,259.5433349609375
